,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
503,DATA SCIENTIST,₹553K - ₹932K (Glassdoor Est.),3.5,"Alpha ICT LLP
3.5",Pune,-1,51 to 200 Employees,-1,Other Organization,-1,-1,Less than $1 million (USD),-1
504,Sr. Data Scientist,₹553K - ₹932K (Glassdoor Est.),4.2,"SoulPage IT Solutions
4.2",Hyderābād,-1,1 to 50 Employees,2018,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
505,Sr. Data Scientist,₹553K - ₹932K (Glassdoor Est.),4.2,"SoulPage IT Solutions
4.2",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
506,Transformation and Data Science Specialist,₹553K - ₹932K (Glassdoor Est.),3.8,"MSCI Inc.
3.8",Mumbai,-1,1001 to 5000 Employees,1969,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1
507,Transformation and Data Science Specialist,₹553K - ₹932K (Glassdoor Est.),3.8,"MSCI Inc.
3.8",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
508,Senior Data Scientist,₹553K - ₹932K (Glassdoor Est.),-1,CrossML,Chandigarh,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
509,Data Scientist (Open),₹553K - ₹932K (Glassdoor Est.),-1,Protocolzone,Ahmedabad,-1,-1,-1,-1,-1,-1,-1,-1
510,Senior Data Scientist - Credit risk,₹553K - ₹932K (Glassdoor Est.),3.9,"Scienaptic Systems
3.9",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
511,Senior Data Scientist - Credit risk,₹553K - ₹932K (Glassdoor Est.),3.9,"Scienaptic Systems
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
512,Data Scientist - CTC 15 to 20 lacs,₹553K - ₹932K (Glassdoor Est.),-1,Doji Ltd,Remote,-1,-1,-1,-1,-1,-1,-1,-1
513,Manager - Data Scientist,₹553K - ₹932K (Glassdoor Est.),4.1,"RGF Professional Recruitment
4.1",Bangalore,-1,51 to 200 Employees,2011,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
514,Senior Specialist - Data Analyst,₹553K - ₹932K (Glassdoor Est.),3.9,"Philips
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
515,Senior Specialist - Data Analyst,₹553K - ₹932K (Glassdoor Est.),3.9,"Philips
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
516,Data Analyst / Data Scientist / Data Analysis / Data Analytics,₹553K - ₹932K (Glassdoor Est.),5.0,"Support.com India Private Limited
5.0",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
517,Data Scientist Lead,₹553K - ₹932K (Glassdoor Est.),4.1,"Talent HR Networks Private Limited
4.1",Mumbai,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
518,Research Scientist - R&D,₹553K - ₹932K (Glassdoor Est.),4.3,"Fine Jobs
4.3",Mumbai,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
519,Data Scientist - Decision Systems/Machine Learning/Deep Learning,₹553K - ₹932K (Glassdoor Est.),3.8,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
520,Data Scientist- AI,₹553K - ₹932K (Glassdoor Est.),3.5,"Lymbyc Solutions
3.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
521,"Data Scientist (iot) - Product Based IT MNC, Bopodi, Pune",₹400K - ₹890K (Glassdoor Est.),5.0,"Seventh Contact Hiring Solutions
5.0",Pune,-1,1 to 50 Employees,-1,Private Practice / Firm,-1,-1,Less than $1 million (USD),-1
522,Data Scientist – 2 Positions,₹400K - ₹890K (Glassdoor Est.),5.0,"TeamPlus Staffing Solution Pvt Ltd
5.0",Maharashtra,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
523,ASSOCIATE DATA SCIENTIST,₹400K - ₹890K (Glassdoor Est.),3.6,"Indegene
3.6",Bangalore,-1,1001 to 5000 Employees,1998,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
524,Data Engineer,₹400K - ₹890K (Glassdoor Est.),3.7,"Alcon
3.7",Bangalore,-1,10000+ Employees,1945,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD),-1
525,Data Scientist- Face Recognition,₹400K - ₹890K (Glassdoor Est.),-1,Eminence core solutions LLP,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
526,Data Scientist- Face Recognition,₹400K - ₹890K (Glassdoor Est.),-1,Eminence core solutions LLP,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
527,Lead Data Scientist,₹400K - ₹890K (Glassdoor Est.),4.1,"Thoucentric
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
528,Senior Manager - Data Science,₹400K - ₹890K (Glassdoor Est.),3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
529,Principle Data Scientist,₹400K - ₹890K (Glassdoor Est.),3.6,"Larsen & Toubro Infotech Limited
3.6",India,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
530,Lead Data Scientist,₹400K - ₹890K (Glassdoor Est.),4.2,"Blackstraw
4.2",Chennai,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
531,MIS & Data Analysts,₹400K - ₹890K (Glassdoor Est.),2.7,"Innovative Incentives & Rewards
2.7",Chandigarh,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
532,Data Scientist II,₹400K - ₹890K (Glassdoor Est.),3.5,"NCR
3.5",Gurgaon,-1,10000+ Employees,1884,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
533,Senior Data Engineer,₹400K - ₹890K (Glassdoor Est.),4.2,"Farfetch
4.2",New Delhi,-1,1001 to 5000 Employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
534,Business Data Analyst,₹400K - ₹890K (Glassdoor Est.),4.2,"Luxoft
4.2",Bangalore,-1,10000+ Employees,2000,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
535,Data Engineer,₹400K - ₹890K (Glassdoor Est.),4.4,"Intuit
4.4",Bangalore,-1,5001 to 10000 Employees,1983,Company - Public,-1,-1,$5 to $10 billion (USD),-1
536,Data Engineer,₹400K - ₹890K (Glassdoor Est.),4.4,"Intuit
4.4",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
537,Data Analyst,₹400K - ₹890K (Glassdoor Est.),-1,Gaddiel Technologies,Tiruchchirāppalli,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
538,Data Analyst,₹400K - ₹890K (Glassdoor Est.),3.2,"Canvera
3.2",Bangalore,-1,501 to 1000 Employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),-1
539,Data Scientist & AI Expert,₹400K - ₹890K (Glassdoor Est.),4.1,"Siemens Technology and Services Private Limited
4.1",Gurgaon,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
540,Principal Data Scientist,₹400K - ₹890K (Glassdoor Est.),4.1,"Icertis
4.1",Pune,-1,1001 to 5000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
541,Senior Data Scientist,₹400K - ₹890K (Glassdoor Est.),-1,GreenTech Intelligent Transportation System LLP,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
542,Snowflake Data Engineer,₹400K - ₹890K (Glassdoor Est.),4.1,"Experion
4.1",Thiruvananthapuram,-1,201 to 500 Employees,2006,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
543,"Data Scientist (Python, Tensor Flow or PyTorch)",₹400K - ₹890K (Glassdoor Est.),-1,OMS Software Solutions India Private Limited,Coimbatore,-1,-1,-1,-1,-1,-1,-1,-1
544,Data Science,₹400K - ₹890K (Glassdoor Est.),4.2,"Luxoft
4.2",Hyderābād,-1,10000+ Employees,2000,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
545,Data Science Manager – Print Analytics,₹400K - ₹890K (Glassdoor Est.),4.1,"HP
4.1",Bangalore,-1,10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
546,Quantitative Research,₹400K - ₹890K (Glassdoor Est.),-1,FintastIQ,Indore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
547,Senior Data Scientist,₹400K - ₹890K (Glassdoor Est.),3.6,"Decimal Point Analytics
3.6",Mumbai,-1,51 to 200 Employees,-1,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,-1
548,Applied Scientist/Data Scientist-Campus Hires only,₹400K - ₹890K (Glassdoor Est.),4.3,"Amazon Dev Center India - Hyd
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
549,Sr Data Scientist,₹400K - ₹890K (Glassdoor Est.),3.2,"Evolent Health
3.2",Pune,-1,1001 to 5000 Employees,2011,Company - Public,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1
550,Senior Data Scientist,₹400K - ₹890K (Glassdoor Est.),4.1,"CoreCompete
4.1",Hyderābād,-1,201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
551,CIEL/SEL/15340: Junior Data Scientist,₹300K - ₹421K (Glassdoor Est.),4.3,"CIEL HR Services
4.3",Mumbai,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
552,Analyst - Big Data| GAMMA,₹300K - ₹421K (Glassdoor Est.),4.0,"Boston Consulting Group
4.0",New Delhi,-1,10000+ Employees,1963,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
553,TTT - Senior - Data Engineer,₹300K - ₹421K (Glassdoor Est.),3.8,"Ernst & Young
3.8",Calcutta,-1,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
554,Machine Learning Engineer,₹300K - ₹421K (Glassdoor Est.),4.0,"Morgan Stanley
4.0",Bangalore,-1,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
555,Data Analyst,₹300K - ₹421K (Glassdoor Est.),3.7,"Cognizant
3.7",Calcutta,-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
556,Data Engineer,₹300K - ₹421K (Glassdoor Est.),4.2,"Luxoft
4.2",Bangalore,-1,10000+ Employees,2000,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
557,Analytics Consultant,₹300K - ₹421K (Glassdoor Est.),3.7,"Tredence
3.7",Bangalore,-1,501 to 1000 Employees,2013,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
558,Data Engineer,₹300K - ₹421K (Glassdoor Est.),4.8,"Zoom Video Communications
4.8",Bangalore,-1,1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1
559,Data Analyst,₹300K - ₹421K (Glassdoor Est.),4.9,"6sense
4.9",Pune,-1,201 to 500 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
560,Research Data Scientist,₹300K - ₹421K (Glassdoor Est.),3.6,"Analytics Quotient
3.6",Bangalore,-1,201 to 500 Employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
561,CN - Strategy - MC - T&O - OA Data Scientist (Advanced Analytics) - 11,₹300K - ₹421K (Glassdoor Est.),3.9,"Accenture
3.9",Gurgaon,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
562,Machine Learning Engineer,₹300K - ₹421K (Glassdoor Est.),3.4,"EagleView
3.4",Bangalore,-1,501 to 1000 Employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
563,Machine Learning Engineer,₹300K - ₹421K (Glassdoor Est.),3.4,"EagleView
3.4",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
564,Lead Data Scientist,₹300K - ₹421K (Glassdoor Est.),4.4,"DemandMatrix
4.4",Pune,-1,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
565,Sr. Data Scientist,₹300K - ₹421K (Glassdoor Est.),4.0,"General Mills
4.0",Mumbai,-1,10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
566,Data Scientist / Machine Learning Expert,₹300K - ₹421K (Glassdoor Est.),-1,ANI Calls India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
567,Data Scientist - Lead,₹300K - ₹421K (Glassdoor Est.),3.8,"Climate Connect
3.8",Pune,-1,501 to 1000 Employees,-1,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1
568,Lead Data Scientist,₹300K - ₹421K (Glassdoor Est.),3.5,"BigTapp
3.5",Chennai,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
569,Lead Data Scientist,₹300K - ₹421K (Glassdoor Est.),3.5,"BigTapp
3.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
570,Data Engineer,₹300K - ₹421K (Glassdoor Est.),3.7,"Micron Technology
3.7",Hyderābād,-1,10000+ Employees,1978,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
571,Data Modeler,₹300K - ₹421K (Glassdoor Est.),4.1,"TechChefs Software
4.1",Bangalore,-1,201 to 500 Employees,2015,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
572,Data Analyst,₹300K - ₹421K (Glassdoor Est.),4.8,"iKomet Technology Solutions
4.8",Chennai,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
573,Data Analyst,₹300K - ₹421K (Glassdoor Est.),4.8,"iKomet Technology Solutions
4.8",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
574,Senior / Lead Data Scientist,₹300K - ₹421K (Glassdoor Est.),-1,Muskaan Parveen (Proprietor Of Muskan Industry),Allahabad,-1,-1,-1,-1,-1,-1,-1,-1
575,Data Science-DL-,₹300K - ₹421K (Glassdoor Est.),4.0,"Aditya Birla Group
4.0",Maharashtra,-1,10000+ Employees,1857,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),-1
576,Staff Data Scientist,₹300K - ₹421K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
577,Lead Data Scientist,₹300K - ₹421K (Glassdoor Est.),4.3,"freshworks
4.3",Bangalore,-1,1001 to 5000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
578,Data Scientist -GCP,₹300K - ₹421K (Glassdoor Est.),4.7,"Oloop Technology Solutions Private Limited
4.7",Hyderābād,-1,51 to 200 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
579,Data Scientist -GCP,₹300K - ₹421K (Glassdoor Est.),4.7,"Oloop Technology Solutions Private Limited
4.7",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
580,Senior Data Scientist,₹300K - ₹421K (Glassdoor Est.),3.2,"Cubic Corporation
3.2",Hyderābād,-1,5001 to 10000 Employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
581,Senior AI Data Scientist (5 - 7 yrs exp),₹621K - ₹915K (Glassdoor Est.),-1,Coaching on wheels,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
582,Data and Geospatial Analyst II,₹621K - ₹915K (Glassdoor Est.),4.2,"Catholic Relief Services
4.2",Uttar Pradesh,-1,5001 to 10000 Employees,1943,Nonprofit Organization,Social Assistance,Non-Profit,$500 million to $1 billion (USD),-1
583,Technical Data Analyst,₹621K - ₹915K (Glassdoor Est.),4.1,"Appirio
4.1",Gurgaon,-1,1001 to 5000 Employees,2006,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
584,Senior Data Scientist,₹621K - ₹915K (Glassdoor Est.),3.5,"Johnson Controls
3.5",Bangalore,-1,10000+ Employees,1885,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),-1
585,Data Science Consultant,₹621K - ₹915K (Glassdoor Est.),-1,skilora,Cochin,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
586,Junior Data Engineer,₹621K - ₹915K (Glassdoor Est.),4.1,"TVS Next
4.1",Chennai,-1,201 to 500 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
587,Data Science Engineer,₹621K - ₹915K (Glassdoor Est.),4.1,"Involvio
4.1",Bangalore,-1,1 to 50 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
588,Senior Data & Applied Scientist,₹621K - ₹915K (Glassdoor Est.),4.4,"Microsoft
4.4",Bangalore,-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
589,Senior Data Analyst,₹621K - ₹915K (Glassdoor Est.),4.1,"ChargePoint
4.1",Gurgaon,-1,501 to 1000 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
590,Sr Data Scientist,₹621K - ₹915K (Glassdoor Est.),3.4,"ValueLabs
3.4",Hyderābād,-1,5001 to 10000 Employees,1997,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
591,Software Engineer - Data Engineer,₹621K - ₹915K (Glassdoor Est.),3.8,"XenonStack
3.8",SAS Nagar,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
592,Data Analyst,₹621K - ₹915K (Glassdoor Est.),3.9,"Astegic
3.9",Maharashtra,-1,51 to 200 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
593,Data Scientist II,₹621K - ₹915K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
594,Data Scientist - Internal Audit,₹621K - ₹915K (Glassdoor Est.),4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
595,Data Scientist - Internal Audit,₹621K - ₹915K (Glassdoor Est.),4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
596,Senior Data Scientist,₹621K - ₹915K (Glassdoor Est.),2.4,"Karvy Analytics
2.4",Hyderābād,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
597,Staff Data Scientist,₹621K - ₹915K (Glassdoor Est.),4.4,"Ping Identity
4.4",Bangalore,-1,1001 to 5000 Employees,2002,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
598,CIEL/SEL/15377: Data Scientist - Clevertap,₹621K - ₹915K (Glassdoor Est.),4.3,"CIEL HR Services
4.3",Mumbai,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
599,CIEL/SEL/15377: Data Scientist - Clevertap,₹621K - ₹915K (Glassdoor Est.),4.3,"CIEL HR Services
4.3",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
600,Technical Team Member – Distributed Data Science & Machine Learning,₹621K - ₹915K (Glassdoor Est.),4.8,"Agnik
4.8",Calcutta,-1,1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1
601,Technical Team Member – Distributed Data Science & Machine Learning,₹621K - ₹915K (Glassdoor Est.),4.8,"Agnik
4.8",Calcutta,-1,-1,-1,-1,-1,-1,-1,-1
602,Buisness Transformation and Data Science Specialist,₹621K - ₹915K (Glassdoor Est.),3.8,"MSCI Inc.
3.8",Mumbai,-1,1001 to 5000 Employees,1969,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1
603,Buisness Transformation and Data Science Specialist,₹621K - ₹915K (Glassdoor Est.),3.8,"MSCI Inc.
3.8",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
604,Senior Data Scientist,₹621K - ₹915K (Glassdoor Est.),-1,ANI Calls India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
605,Data Science Engineer - Image Database,₹621K - ₹915K (Glassdoor Est.),4.1,"Daimler
4.1",Bangalore,-1,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
606,Senior Data Analyst,₹621K - ₹915K (Glassdoor Est.),4.4,"Saavn
4.4",Gurgaon,-1,201 to 500 Employees,2007,Company - Private,Music Production & Distribution,Media,Unknown / Non-Applicable,-1
607,Senior Data Analyst,₹621K - ₹915K (Glassdoor Est.),4.4,"Saavn
4.4",Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
608,Data Analyst,₹621K - ₹915K (Glassdoor Est.),-1,Visionary Financepeer,Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
609,Software Engineer - Machine Learning Engineer,₹621K - ₹915K (Glassdoor Est.),4.1,"Siemens Technology and Services Private Limited
4.1",Pune,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
610,Data Scientist - Hyderabad,₹621K - ₹915K (Glassdoor Est.),4.2,"Aptus Data LAbs
4.2",Hyderābād,-1,51 to 200 Employees,2014,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
611,Data Analyst,₹300K - ₹650K (Glassdoor Est.),4.3,"Entrolabs It solutions
4.3",Vijayawāda,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
612,Sr. Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.9,"Ideapoke Technologies Pvt Ltd
3.9",Bangalore,-1,1 to 50 Employees,2011,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1
613,Data Science / AI & ML Architect,₹300K - ₹650K (Glassdoor Est.),3.8,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
614,Senior/Lead Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.4,"Project YX
3.4",India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
615,Senior/Lead Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.4,"Project YX
3.4",India,-1,-1,-1,-1,-1,-1,-1,-1
616,NiFi Data Analyst | 4 to 6 years | Bengaluru,₹300K - ₹650K (Glassdoor Est.),4.0,"Capgemini
4.0",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
617,Data Scientist Lead,₹300K - ₹650K (Glassdoor Est.),-1,Hikaho System Private Limited,Chennai,-1,-1,-1,-1,-1,-1,-1,-1
618,Data Analyst,₹300K - ₹650K (Glassdoor Est.),3.0,"Sripathi Paper and Boards
3.0",Coimbatore,-1,201 to 500 Employees,-1,Unknown,Industrial Manufacturing,Manufacturing,$25 to $50 million (USD),-1
619,Jr. Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.0,"xtLytics
3.0",Noida,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
620,Jr. Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.0,"xtLytics
3.0",Noida,-1,-1,-1,-1,-1,-1,-1,-1
621,Associate Data Scientist,₹300K - ₹650K (Glassdoor Est.),4.0,"HR Devi and Associates
4.0",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
622,Senior Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.5,"NutaNXT Technologies
3.5",Pune,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
623,Sr. Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.2,"Aleron
3.2",India,-1,10000+ Employees,1957,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
624,Sr. Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.2,"Aleron
3.2",India,-1,-1,-1,-1,-1,-1,-1,-1
625,Manager - Data Science,₹300K - ₹650K (Glassdoor Est.),3.8,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
626,Principal Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.0,"Visteon Corporation
3.0",Pune,-1,10000+ Employees,2000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
627,Principal Data Scientist,₹300K - ₹650K (Glassdoor Est.),3.0,"Visteon Corporation
3.0",Pune,-1,-1,-1,-1,-1,-1,-1,-1
628,Lead Data Scientist,₹300K - ₹650K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
629,Lead Data Scientist,₹300K - ₹650K (Glassdoor Est.),-1,skilora,Remote,-1,-1,-1,-1,-1,-1,-1,-1
630,Python and DAta SCIENCE Developer,₹300K - ₹650K (Glassdoor Est.),5.0,"A2IT
5.0",SAS Nagar,-1,1 to 50 Employees,-1,Other Organization,-1,-1,Less than $1 million (USD),-1
631,Python and DAta SCIENCE Developer,₹300K - ₹650K (Glassdoor Est.),5.0,"A2IT
5.0",SAS Nagar,-1,-1,-1,-1,-1,-1,-1,-1
632,Senior Data Scientist- Risk,₹300K - ₹650K (Glassdoor Est.),4.2,"GO-JEK
4.2",Bangalore,-1,1001 to 5000 Employees,2010,Company - Private,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable,-1
633,Data Analyst,₹300K - ₹650K (Glassdoor Est.),4.6,"Trane Technologies
4.6",Bangalore,-1,5001 to 10000 Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
634,Python Developer/Data Analyst (Malayali Candidates Required),₹300K - ₹650K (Glassdoor Est.),4.0,"Talent Basket
4.0",Eranakulam,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
635,Python Developer/Data Analyst (Malayali Candidates Required),₹300K - ₹650K (Glassdoor Est.),4.0,"Talent Basket
4.0",Eranakulam,-1,-1,-1,-1,-1,-1,-1,-1
636,Machine Learning Engineer,₹300K - ₹650K (Glassdoor Est.),3.8,"FedEx Express MEISA
3.8",Mumbai,-1,10000+ Employees,1971,Subsidiary or Business Segment,Express Delivery Services,Transportation & Logistics,$10+ billion (USD),-1
637,Machine Learning Engineer,₹300K - ₹650K (Glassdoor Est.),3.8,"FedEx Express MEISA
3.8",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
638,Senior Data Scientist,₹300K - ₹650K (Glassdoor Est.),-1,Radilla Consulting Private Limited,Pune,-1,-1,-1,-1,-1,-1,-1,-1
639,Data Analyst,₹300K - ₹650K (Glassdoor Est.),3.6,"BLEUMING TECHNOLOGIES
3.6",Chennai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
640,"Data Scientist III, Gift Cards",₹300K - ₹650K (Glassdoor Est.),4.3,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
