,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
508,Senior Manager - Data Scientist Collections,₹325K - ₹467K (Glassdoor Est.),-1,"Genpact
3.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
509,Principal Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"MiQ Digital
3.9",Bangalore,-1,501 to 1000 Employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
510,Principal Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"MiQ Digital
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
511,Data Scientist - Decision Systems/Machine Learning/Deep Learning,₹325K - ₹467K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
512,Data Scientist - Decision Systems/Machine Learning/Deep Learning,₹325K - ₹467K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
513,Data Scientist - Decision Systems/Machine Learning/Deep Learning,₹325K - ₹467K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
514,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"Lymbyc Solutions
3.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
515,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"Engineering manufacturing company
3.1",Vadodara,-1,51 to 200 Employees,1946,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
516,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"Engineering manufacturing company
3.1",Vadodara,-1,-1,-1,-1,-1,-1,-1,-1
517,Principal Data Scientist - Remote,₹325K - ₹467K (Glassdoor Est.),-1,"Icertis
4.1",Pune,-1,1001 to 5000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
518,Principal Data Scientist - Remote,₹325K - ₹467K (Glassdoor Est.),-1,"Icertis
4.1",Pune,-1,-1,-1,-1,-1,-1,-1,-1
519,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"PharmEasy
4.1",Bangalore,-1,1001 to 5000 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
520,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"Datamatics
3.1",Mumbai,-1,5001 to 10000 Employees,1987,Company - Public,IT Services,Information Technology,$25 to $50 million (USD),-1
521,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Multi-Act
4.1",Mumbai,-1,51 to 200 Employees,-1,Company - Private,Investment Banking & Asset Management,Finance,Less than $1 million (USD),-1
522,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Cotiviti India
4.1",Maharashtra,-1,1001 to 5000 Employees,1979,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),-1
523,Data Analyst - Advanced Analytics,₹553K - ₹708K (Glassdoor Est.),-1,"Perceptive Analytics
4.0",Hyderābād,-1,1 to 50 Employees,2013,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
524,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Hitwicket
4.1",Hyderābād,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
525,Data Engineer (ETL Development with support responsibility),₹553K - ₹708K (Glassdoor Est.),-1,"Nutanix
3.9",Bangalore,-1,5001 to 10000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
526,"Data Scientist,",₹553K - ₹708K (Glassdoor Est.),-1,Novazone Services,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
527,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Polaris Inc.
3.5",Bangalore,-1,10000+ Employees,1954,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
528,Data Scientist_TS,₹553K - ₹708K (Glassdoor Est.),-1,"AppZen
4.2",Pune,-1,201 to 500 Employees,2012,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD),-1
529,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"BuzzBoard
4.0",Hyderābād,-1,51 to 200 Employees,2014,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
530,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Ariprus
4.0",Mumbai,-1,1 to 50 Employees,2016,Unknown,IT Services,Information Technology,Unknown / Non-Applicable,-1
531,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"GSK
4.0",Bangalore,-1,10000+ Employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
532,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Indium Software
4.0",Chennai,-1,501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
533,Machine Learning Engineer - Senior Advisor,₹553K - ₹708K (Glassdoor Est.),-1,"Dell Technologies
4.2",India,-1,10000+ Employees,1984,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
534,Sr. Professional - Data Scientist / Analytics,₹553K - ₹708K (Glassdoor Est.),-1,"Sutherland
3.6",India,-1,10000+ Employees,1986,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1
535,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"ZettaMine
3.9",Hyderābād,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
536,TTS -ASIA-Data Scientist-Celonis,₹553K - ₹708K (Glassdoor Est.),-1,"Citi
3.9",Pune,-1,10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
537,TTS -ASIA-Data Scientist-Celonis,₹553K - ₹708K (Glassdoor Est.),-1,"Citi
3.9",Pune,-1,-1,-1,-1,-1,-1,-1,-1
538,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,Shakun Sharma (Proprietor Of FM Industry),Āsansol,-1,-1,-1,-1,-1,-1,-1,-1
539,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,Valethi Technologies LLP,Nāgpur,-1,-1,-1,-1,-1,-1,-1,-1
540,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,Valethi Technologies LLP,Nāgpur,-1,-1,-1,-1,-1,-1,-1,-1
541,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,REI Systems India Pvt. Ltd.,Maharashtra,-1,-1,-1,-1,-1,-1,-1,-1
542,ASIC Modeling Engineer,₹553K - ₹708K (Glassdoor Est.),-1,"Micron Technology
3.7",Hyderābād,-1,10000+ Employees,1978,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
543,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Legalwiz
5.0",India,-1,1 to 50 Employees,2015,Company - Private,Legal,Accounting & Legal,$10+ billion (USD),-1
544,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Networld
5.0",Rājkot,-1,1 to 50 Employees,2006,Private Practice / Firm,IT Services,Information Technology,Unknown / Non-Applicable,-1
545,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Honeywell
3.7",Bangalore,-1,10000+ Employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
546,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Tekion
4.2",Bangalore,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
547,Data Analyst,₹553K - ₹708K (Glassdoor Est.),-1,"Encora
4.7",Bangalore,-1,1001 to 5000 Employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
548,Transformation and Data Science Specialist,₹553K - ₹708K (Glassdoor Est.),-1,"MSCI Inc.
3.8",Mumbai,-1,1001 to 5000 Employees,1969,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1
549,Transformation and Data Science Specialist,₹553K - ₹708K (Glassdoor Est.),-1,"MSCI Inc.
3.8",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
550,Data Scientist – 2+yrs – Bangalore – 20L,₹553K - ₹708K (Glassdoor Est.),-1,Angel & Genie,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
551,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"Canvera
3.2",Bangalore,-1,501 to 1000 Employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),-1
552,Data Scientist & AI Expert,₹204K - ₹700K (Glassdoor Est.),-1,"Siemens Technology and Services Private Limited
4.1",Gurgaon,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
553,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"Scripbox Advisors
4.4",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
554,Principal Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"Icertis
4.1",Pune,-1,1001 to 5000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
555,Pipeline Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"Bayer
4.1",Bangalore,-1,5001 to 10000 Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
556,Quantitative Research,₹204K - ₹700K (Glassdoor Est.),-1,FintastIQ,Indore,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
557,Data Science,₹204K - ₹700K (Glassdoor Est.),-1,"Luxoft
4.2",Hyderābād,-1,10000+ Employees,2000,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
558,"Data Scientist (Python, Tensor Flow or PyTorch)",₹204K - ₹700K (Glassdoor Est.),-1,OMS Software Solutions India Private Limited,Coimbatore,-1,-1,-1,-1,-1,-1,-1,-1
559,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
560,Snowflake Data Engineer,₹204K - ₹700K (Glassdoor Est.),-1,"Experion
4.1",Thiruvananthapuram,-1,201 to 500 Employees,2006,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
561,Snowflake Data Engineer,₹204K - ₹700K (Glassdoor Est.),-1,"Experion
4.1",Thiruvananthapuram,-1,-1,-1,-1,-1,-1,-1,-1
562,Senior Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"CoreCompete
4.1",Hyderābād,-1,201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
563,CIEL/SEL/15340: Junior Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Mumbai,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
564,Analyst - Big Data| GAMMA,₹204K - ₹700K (Glassdoor Est.),-1,"Boston Consulting Group
4.0",New Delhi,-1,10000+ Employees,1963,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
565,TTT - Senior - Data Engineer,₹204K - ₹700K (Glassdoor Est.),-1,"Ernst & Young
3.8",Calcutta,-1,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
566,Sr Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"Evolent Health
3.2",Pune,-1,1001 to 5000 Employees,2011,Company - Public,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1
567,Machine Learning Engineer,₹204K - ₹700K (Glassdoor Est.),-1,"Morgan Stanley
4.0",Bangalore,-1,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
568,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"Cognizant
3.7",Calcutta,-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
569,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,TechMaven IT Solutions Pvt Ltd,Cochin,-1,-1,-1,-1,-1,-1,-1,-1
570,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"PayPal
4.0",Bangalore,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
571,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,Sims Recycling Solutions,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
572,Data Engineer,₹204K - ₹700K (Glassdoor Est.),-1,"Zoom Video Communications
4.8",Bangalore,-1,1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1
573,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"IBM
4.0",Bangalore,-1,10000+ Employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
574,Data Analyst,₹204K - ₹700K (Glassdoor Est.),-1,"Swaniti Initiative
4.1",Chatra,-1,1 to 50 Employees,-1,Nonprofit Organization,-1,-1,Less than $1 million (USD),-1
575,Research Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"Analytics Quotient
3.6",Bangalore,-1,201 to 500 Employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
576,Analytics Consultant,₹204K - ₹700K (Glassdoor Est.),-1,"Tredence
3.7",Bangalore,-1,501 to 1000 Employees,2013,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
577,Sales Development Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"freshworks
4.3",Bangalore,-1,1001 to 5000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
578,Lead Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"DemandMatrix
4.4",Pune,-1,51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
579,Sr. Data Scientist,₹204K - ₹700K (Glassdoor Est.),-1,"General Mills
3.7",Mumbai,-1,10000+ Employees,1866,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
580,Machine Learning Engineer,₹204K - ₹700K (Glassdoor Est.),-1,"EagleView
3.4",Bangalore,-1,501 to 1000 Employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
581,Data Scientist -GCP,₹244K - ₹700K (Glassdoor Est.),-1,"Oloop Technology Solutions Private Limited
4.7",Hyderābād,-1,51 to 200 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
582,Senior Data Scientist,₹244K - ₹700K (Glassdoor Est.),-1,"Cubic Corporation
3.2",Hyderābād,-1,5001 to 10000 Employees,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1
583,Senior AI Data Scientist (5 - 7 yrs exp),₹244K - ₹700K (Glassdoor Est.),-1,Coaching on wheels,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
584,Data and Geospatial Analyst II,₹244K - ₹700K (Glassdoor Est.),-1,"Catholic Relief Services
4.2",Uttar Pradesh,-1,5001 to 10000 Employees,1943,Nonprofit Organization,Social Assistance,Non-Profit,$500 million to $1 billion (USD),-1
585,Junior Data Engineer,₹244K - ₹700K (Glassdoor Est.),-1,"TVS Next
4.1",Chennai,-1,201 to 500 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
586,Technical Data Analyst,₹244K - ₹700K (Glassdoor Est.),-1,"Appirio
4.1",Gurgaon,-1,1001 to 5000 Employees,2006,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
587,Data Science Consultant,₹244K - ₹700K (Glassdoor Est.),-1,skilora,Cochin,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
588,Senior Data Scientist,₹244K - ₹700K (Glassdoor Est.),-1,"Johnson Controls
3.4",Bangalore,-1,10000+ Employees,1885,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),-1
589,Senior Data Analyst,₹244K - ₹700K (Glassdoor Est.),-1,"ChargePoint
4.1",Gurgaon,-1,501 to 1000 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
590,Data Science Engineer,₹244K - ₹700K (Glassdoor Est.),-1,"Involvio
4.1",Bangalore,-1,1 to 50 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
591,Senior Data & Applied Scientist,₹244K - ₹700K (Glassdoor Est.),-1,"Microsoft
4.4",Bangalore,-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
592,Software Engineer - Data Engineer,₹244K - ₹700K (Glassdoor Est.),-1,"XenonStack
3.8",SAS Nagar,-1,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1
593,Sr Data Scientist,₹244K - ₹700K (Glassdoor Est.),-1,"ValueLabs
3.4",Hyderābād,-1,5001 to 10000 Employees,1997,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
594,Data Scientist - Predictive Sales,₹244K - ₹700K (Glassdoor Est.),-1,"HP
4.1",Bangalore,-1,10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
595,Data Scientist - Predictive Sales,₹244K - ₹700K (Glassdoor Est.),-1,"HP
4.1",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
596,Data Scientist II,₹244K - ₹700K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
597,Senior Data Scientist,₹244K - ₹700K (Glassdoor Est.),-1,"Karvy Analytics
2.4",Hyderābād,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
598,Data Scientist - Internal Audit,₹244K - ₹700K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
599,Data Scientist - Internal Audit,₹244K - ₹700K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
600,Staff Data Scientist,₹244K - ₹700K (Glassdoor Est.),-1,"Ping Identity
4.4",Bangalore,-1,1001 to 5000 Employees,2002,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
601,Technical Team Member – Distributed Data Science & Machine Learning,₹244K - ₹700K (Glassdoor Est.),-1,"Agnik
4.8",Calcutta,-1,1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1
602,Technical Team Member – Distributed Data Science & Machine Learning,₹244K - ₹700K (Glassdoor Est.),-1,"Agnik
4.8",Calcutta,-1,-1,-1,-1,-1,-1,-1,-1
603,CIEL/SEL/15377: Data Scientist - Clevertap,₹244K - ₹700K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Mumbai,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
604,CIEL/SEL/15377: Data Scientist - Clevertap,₹244K - ₹700K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
605,Data Analyst,₹244K - ₹700K (Glassdoor Est.),-1,"ASSPL - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
606,Data Science Engineer - Image Database,₹244K - ₹700K (Glassdoor Est.),-1,"Daimler
4.1",Bangalore,-1,10000+ Employees,1886,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
607,Senior Data Scientist,₹244K - ₹700K (Glassdoor Est.),-1,ANI Calls India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
608,Buisness Transformation and Data Science Specialist,₹244K - ₹700K (Glassdoor Est.),-1,"MSCI Inc.
3.8",Mumbai,-1,1001 to 5000 Employees,1969,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1
609,Data Analyst,₹244K - ₹700K (Glassdoor Est.),-1,"DataMetica
3.8",Pune,-1,201 to 500 Employees,2013,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
610,Data Analyst,₹244K - ₹700K (Glassdoor Est.),-1,"DataMetica
3.8",Pune,-1,-1,-1,-1,-1,-1,-1,-1
611,Machine Learning Engineer,₹388K - ₹606K (Glassdoor Est.),-1,"Paypal
4.0",Chennai,-1,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
612,Data Scientist - Hyderabad,₹388K - ₹606K (Glassdoor Est.),-1,"Aptus Data LAbs
4.2",Hyderābād,-1,51 to 200 Employees,2014,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
613,Data Analyst,₹388K - ₹606K (Glassdoor Est.),-1,Visionary Financepeer,Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
614,Software Engineer - Machine Learning Engineer,₹388K - ₹606K (Glassdoor Est.),-1,"Siemens Technology and Services Private Limited
4.1",Pune,-1,10000+ Employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
615,Data Analyst,₹388K - ₹606K (Glassdoor Est.),-1,"Entrolabs It solutions
4.3",Vijayawāda,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
616,Sr. Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"Ideapoke Technologies Pvt Ltd
3.9",Bangalore,-1,1 to 50 Employees,2011,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1
617,Senior/Lead Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"Project YX
3.4",India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
618,Data Science / AI & ML Architect,₹388K - ₹606K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
619,Data Science / AI & ML Architect,₹388K - ₹606K (Glassdoor Est.),-1,"Oracle
3.8",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
620,NiFi Data Analyst | 4 to 6 years | Bengaluru,₹388K - ₹606K (Glassdoor Est.),-1,"Capgemini
4.0",Bangalore,-1,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
621,NiFi Data Analyst | 4 to 6 years | Bengaluru,₹388K - ₹606K (Glassdoor Est.),-1,"Capgemini
4.0",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
622,Data Scientist (Bank),₹388K - ₹606K (Glassdoor Est.),-1,Snaphunt Pte Ltd,Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
623,Data Scientist (Bank),₹388K - ₹606K (Glassdoor Est.),-1,Snaphunt Pte Ltd,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
624,Sr. Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"Aleron
3.2",India,-1,10000+ Employees,1957,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
625,Lead Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"TCG Digital
3.0",India,-1,201 to 500 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
626,Associate Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"HR Devi and Associates
4.0",Mumbai,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
627,Senior Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"NutaNXT Technologies
3.5",Pune,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
628,Manager - Data Science,₹388K - ₹606K (Glassdoor Est.),-1,"Genpact
3.8",Bangalore,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
629,Lead Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
630,Data Scientist Lead,₹388K - ₹606K (Glassdoor Est.),-1,ANI Calls India Private Limited,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
631,Principal Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"Visteon Corporation
2.9",Pune,-1,10000+ Employees,2000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
632,Principal Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"Visteon Corporation
2.9",Pune,-1,-1,-1,-1,-1,-1,-1,-1
633,CIEL/SEL/16642: Sr Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
634,Data Engineer,₹388K - ₹606K (Glassdoor Est.),-1,"Autodesk
4.2",Bangalore,-1,5001 to 10000 Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
635,Python and DAta SCIENCE Developer,₹388K - ₹606K (Glassdoor Est.),-1,"A2IT
5.0",SAS Nagar,-1,1 to 50 Employees,-1,Other Organization,-1,-1,Less than $1 million (USD),-1
636,Senior Data Scientist- Risk,₹388K - ₹606K (Glassdoor Est.),-1,"GO-JEK
4.2",Bangalore,-1,1001 to 5000 Employees,2010,Company - Private,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable,-1
637,Senior Data Scientist- Risk,₹388K - ₹606K (Glassdoor Est.),-1,"GO-JEK
4.2",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
638,Sr. Data Scientist,₹388K - ₹606K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
639,Data science,₹388K - ₹606K (Glassdoor Est.),-1,QuantumIT,Noida,-1,-1,-1,-1,-1,-1,-1,-1
640,Machine Learning Engineer,₹388K - ₹606K (Glassdoor Est.),-1,"FedEx Express MEISA
3.8",Mumbai,-1,10000+ Employees,1971,Subsidiary or Business Segment,Express Delivery Services,Transportation & Logistics,$10+ billion (USD),-1
641,"Data Scientist III, Gift Cards",₹480K - ₹960K (Glassdoor Est.),-1,"ADCI - Karnataka
4.3",Bangalore,-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
642,Senior Data Scientist,₹480K - ₹960K (Glassdoor Est.),-1,Radilla Consulting Private Limited,Pune,-1,-1,-1,-1,-1,-1,-1,-1
643,Data Engineer,₹480K - ₹960K (Glassdoor Est.),-1,"Salesforce
4.4",Hyderābād,-1,10000+ Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
644,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,Advance Jobs Private Limited,New Delhi,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
645,Data Analyst-Fresher,₹480K - ₹960K (Glassdoor Est.),-1,"Verificient Technologies
4.5",Pune,-1,51 to 200 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1
646,Data Analyst,₹480K - ₹960K (Glassdoor Est.),-1,"Anyone Home
3.5",Pune,-1,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
